ID;Активен;Имя;Категория;Цена;"Отображать цену";Бренд;Штрихкод;Сводка;Описание;"URL изображений"
1;1;"Винный холодильник KWT6112iG obsw чёрный обсидиан";"Холодильники и морозильники";199900;1;Miele;4002515976845;"Дверной упор: снизу<br> Без ручек - технология Push2Open<br> Светодиодное освещение<br> Фильтр Active AirClean и индикатор замены<br> Амортизатор двери SoftClose<br> Управление: TouchControl<br> 3 полки ( две из них FlexiFrame Plus)<br> DynaCool<br> Размеры ниши (В х Ш): 450-452 х 560-568 мм
Страна-производитель: Германия<br> гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.04069<br> срок действия с 06.06.2016 по 05.06.2021<br> выдавший орган: ...";"Дверной упор: снизу, Без ручек - технология Push2Open, Светодиодное освещение, Фильтр Active AirClean и индикатор замены, Амортизатор двери SoftClose, Управление: TouchControl, 3 полки ( две из них FlexiFrame Plus), DynaCool, Размеры ниши (В х Ш): 450-452 х 560-568 мм
Страна-производитель: Германия, гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.04069, срок действия с 06.06.2016 по 05.06.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/0BB8CF06-71CB-E711-A393-00155D65482A,https://www.miele-shop.ru/FileStorage/GetImage/17F5F63D-71CB-E711-A393-00155D65482A
2;1;"Винный холодильник KWT6112iG grgr графитовый серый";"Холодильники и морозильники";199900;1;Miele;4002515976852;"Дверной упор: снизу<br> Без ручек - технология Push2Open<br> Светодиодное освещение<br> Фильтр Active AirClean и индикатор замены<br> Амортизатор двери SoftClose<br> Управление: TouchControl<br> 3 полки ( две из них FlexiFrame Plus)<br> DynaCool<br> Размеры ниши (В х Ш): 450-452 х 560-568 мм
Страна-производитель: Германия<br> гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.04069<br> срок действия с 06.06.2016 по 05.06.2021<br> выдавший орган: ...";"Дверной упор: снизу, Без ручек - технология Push2Open, Светодиодное освещение, Фильтр Active AirClean и индикатор замены, Амортизатор двери SoftClose, Управление: TouchControl, 3 полки ( две из них FlexiFrame Plus), DynaCool, Размеры ниши (В х Ш): 450-452 х 560-568 мм
Страна-производитель: Германия, гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.04069, срок действия с 06.06.2016 по 05.06.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/4F1E7DFD-70CB-E711-A393-00155D65482A,https://www.miele-shop.ru/FileStorage/GetImage/27A54536-71CB-E711-A393-00155D65482A
3;1;"Сушильная машина TDB220WP серии T1 Active";"Сушильные машины";59900;1;Miele;4002515938614;"Загрузка 7 кг · 7-сегментный дисплей · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV501/511) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · Прямая панель управления · Дверной упор слева
ВНИМАНИЕ! Дверца - белая непрозрачная<br> с белой окантовкой. 
Габариты Ш х В х Г в мм: 596 x 850 x 636
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354<br> срок действия с...";"Загрузка 7 кг · 7-сегментный дисплей · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV501/511) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · Прямая панель управления · Дверной упор слева
ВНИМАНИЕ! Дверца - белая непрозрачная, с белой окантовкой. 
Габариты Ш х В х Г в мм: 596 x 850 x 636
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354, срок действия с 09.06.2017 по 08.06.2022, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/07C26CAB-AE88-E711-A73B-00155D65482A,https://www.miele-shop.ru/FileStorage/GetImage/F6A5EDD3-AE88-E711-A73B-00155D65482A
4;1;"Сушильная машина TDD230WP серии T1 Active";"Сушильные машины";64900;1;Miele;4002515940730;"Загрузка 8 кг · 7-сегментный дисплей · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV501/511) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · Наклонная панель управления · Дверной упор слева
ВНИМАНИЕ! Дверца - белая непрозрачная<br> с белой окантовкой. 
Габариты Ш х В х Г в мм: 596 x 850 x 636
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354<br> срок действия с...";"Загрузка 8 кг · 7-сегментный дисплей · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV501/511) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · Наклонная панель управления · Дверной упор слева
ВНИМАНИЕ! Дверца - белая непрозрачная, с белой окантовкой. 
Габариты Ш х В х Г в мм: 596 x 850 x 636
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354, срок действия с 09.06.2017 по 08.06.2022, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/09358004-6B7B-E711-96F2-00155D65482A,https://www.miele-shop.ru/FileStorage/GetImage/EDE6C4E7-6A7B-E711-96F2-00155D65482A
5;1;"Сушильная машина TCE520WP Active";"Сушильные машины";79900;1;Miele;4002515937587;"Загрузка 8 кг · 7-сегментный дисплей с сенсорными кнопками  · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · PIN-код· Прямая панель управления · Дверной упор слева
Габариты (ШхВхГ)<br> см. : 59<br>6 x 85<br>0 x 63<br>6
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354<br> срок действия с 09.06.2017 по 08.06.2022<br> выдавший...";"Загрузка 8 кг · 7-сегментный дисплей с сенсорными кнопками  · 9 программ сушки  · Подсветка барабана · PerfectDry · FragranceDos · Возможность установки в колонну (использовать WTV) · Тепловая помпа · Отсрочка старта · Индикация остаточного времени · PIN-код· Прямая панель управления · Дверной упор слева
Габариты (ШхВхГ), см. : 59,6 x 85,0 x 63,6
Страна-производитель: Чехия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.АЯ46.B.80354, срок действия с 09.06.2017 по 08.06.2022, выдавший орган: ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/AC34A0D0-1D8F-E711-A73B-00155D65482A,https://www.miele-shop.ru/FileStorage/GetImage/39EE0BA3-1D8F-E711-A73B-00155D65482A
6;1;"Кофемашина CM5300 черный обсидиан OBSW";Кофемашины;65900;1;Miele;4002515938232;"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы<br> в т.ч. для приготовления напитков на основе молока; Приготовление напитка ‘Ристретто’; Функции OneTouch и OneTouch for Two; Использование второго сорта кофе (молотого)<br> настройка степени помола; Автоматическая промывка молочных трубок; Съемный заварной механизм; Емкость для свежей воды 1<br>3 л; Контейнер для кофейных зерен 200 г; Функция «Кофе в кофейник»;  Термос из нержавеющей стали MB-CM ПРИОБРЕТАЕТСЯ ДОПОЛНИТЕЛЬНО;...";"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы, в т.ч. для приготовления напитков на основе молока; Приготовление напитка ‘Ристретто’; Функции OneTouch и OneTouch for Two; Использование второго сорта кофе (молотого), настройка степени помола; Автоматическая промывка молочных трубок; Съемный заварной механизм; Емкость для свежей воды 1,3 л; Контейнер для кофейных зерен 200 г; Функция «Кофе в кофейник»;  Термос из нержавеющей стали MB-CM ПРИОБРЕТАЕТСЯ ДОПОЛНИТЕЛЬНО; Страна-производитель: Швейцария, Гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.81999, срок действия с 12.09.2017 по 11.09.2020, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/68A150B7-E1B4-E711-B81E-00155D65482A
7;1;"Кофемашина CM5300 ежевичный красный BRRT";Кофемашины;65900;1;Miele;4002515938287;"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы<br> в т.ч. для приготовления напитков на основе молока; Приготовление напитка ‘Ристретто’; Функции OneTouch и OneTouch for Two; Использование второго сорта кофе (молотого)<br> настройка степени помола; Автоматическая промывка молочных трубок; Съемный заварной механизм; Емкость для свежей воды 1<br>3 л; Контейнер для кофейных зерен 200 г; Функция «Кофе в кофейник»;  Термос из нержавеющей стали MB-CM ПРИОБРЕТАЕТСЯ ДОПОЛНИТЕЛЬНО;...";"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы, в т.ч. для приготовления напитков на основе молока; Приготовление напитка ‘Ристретто’; Функции OneTouch и OneTouch for Two; Использование второго сорта кофе (молотого), настройка степени помола; Автоматическая промывка молочных трубок; Съемный заварной механизм; Емкость для свежей воды 1,3 л; Контейнер для кофейных зерен 200 г; Функция «Кофе в кофейник»;  Термос из нержавеющей стали MB-CM ПРИОБРЕТАЕТСЯ ДОПОЛНИТЕЛЬНО; Страна-производитель: Швейцария, Гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.81999, срок действия с 12.09.2017 по 11.09.2020, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/D2D26F84-E1B4-E711-B81E-00155D65482A
8;1;"Кофемашина CM5500 розовое золото ROPF";Кофемашины;75900;1;Miele;4002515938553;"• Управление с помощью сенсорных кнопок DirectSensor;<br>
• Автоматические программы<br> в т.ч. для приготовления напитков на основе молока;<br>
• Приготовление напитка ‘Ристретто’;<br>
• Функции OneTouch и OneTouch for Two;<br>
• Использование второго сорта кофе (молотого)<br> настройка степени помола;<br>
• Автоматическая промывка молочных трубок;<br>
• Съемный заварной механизм;<br>
• 2 программируемых профиля;<br>
• Емкость для свежей воды 1<br>3 л;<br>
• Контейнер для кофейных зерен 200...";"• Управление с помощью сенсорных кнопок DirectSensor;<br>
• Автоматические программы, в т.ч. для приготовления напитков на основе молока;<br>
• Приготовление напитка ‘Ристретто’;<br>
• Функции OneTouch и OneTouch for Two;<br>
• Использование второго сорта кофе (молотого), настройка степени помола;<br>
• Автоматическая промывка молочных трубок;<br>
• Съемный заварной механизм;<br>
• 2 программируемых профиля;<br>
• Емкость для свежей воды 1,3 л;<br>
• Контейнер для кофейных зерен 200 г;<br>
• Функция «Кофе в кофейник»;<br>
• Термос из нержавеющей стали MB-CM ПРИОБРЕТАЕТСЯ ДОПОЛНИТЕЛЬНО;<br>
• Страна-производитель: Швейцария, Гарантия 2 года.<br>
<br>
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.81999, срок действия с 12.09.2017 по 11.09.2020, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/1154A5C6-DDB4-E711-B81E-00155D65482A
9;1;"Профессиональная стиральная машина PW6080/сл.клапан, сталь";"Стиральные машины";457000;1;Miele;4002514683270;"Загрузка 8 кг • объем сотового барабана 80 л • отжим 1300 об/мин • g-фактор: 520 •  70 стандартных программ включая пакеты специальных программ для различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ • подключение к холодной и горячей воде • электропитание 380 В •  Отсрочка старта · Индикация остаточного времени •Освещение барабана  · Сливной клапан DN70 - ТОЛЬКО ДЛЯ...";;https://www.miele-shop.ru/FileStorage/GetImage/D5F05504-7776-E211-85C8-00155D101C02
10;1;"Вытяжка DA7090W   BRWS/SW  ";Вытяжки;89900;1;Miele;4002514940656;"Ширина: 90 см; производительность (интенс.): 550 м3/час; корпус из черного и белого стекла; скоростные режимы: 3 + интенсивный; автоматическое отключение интенсивной ступени мощности; галогенное освещение<br> 2 х 20 Вт с диммером; сенсорные кнопки со светодиодными индикаторами; остаточный ход мотора; мотор с односторонним всасыванием; 2 съемных жировых фильтра; страна-производитель: Германия<br> гарантия 2...";"Ширина: 90 см; производительность (интенс.): 550 м3/час; корпус из черного и белого стекла; скоростные режимы: 3 + интенсивный; автоматическое отключение интенсивной ступени мощности; галогенное освещение, 2 х 20 Вт с диммером; сенсорные кнопки со светодиодными индикаторами; остаточный ход мотора; мотор с односторонним всасыванием; 2 съемных жировых фильтра; страна-производитель: Германия, гарантия 2 года";https://www.miele-shop.ru/FileStorage/GetImage/FBC2FB98-FA4E-E011-8510-00155D101C02
11;1;"Профессиональная стиральная машина PW6080/сл.насос, сталь";"Стиральные машины";448000;1;Miele;4002514683263;"Загрузка 8 кг • объем сотового барабана 80 л • отжим 1300 об/мин • g-фактор: 520 • 70 стандартных программ включая пакеты специальных программ для различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ • подключение к холодной и горячей воде • электропитание 380 В•  Отсрочка старта · Индикация остаточного времени •Освещение барабана  ·  Сливной насос DN22 • Фронтальная...";;https://www.miele-shop.ru/FileStorage/GetImage/9C925C78-7C76-E211-85C8-00155D101C02
12;1;"Профессиональная сушильная машина PT7186/сталь";"Сушильные машины";330000;1;Miele;4002514659381;"Загрузка 8 кг • объем сотового барабана 180 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья •...лектропитание 380 В • отвод воздуха через патрубок DN100 - ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ • 
Фронтальная панель и крышка из нержавеющей стали
Боковые панели синие...";;https://www.miele-shop.ru/FileStorage/GetImage/1D0B3D81-7E76-E211-85C8-00155D101C02
13;1;"Телескопические направляющие 60 см HCE62 (для H43xx, H44xx)";"Духовые шкафы";11500;1;Miele;4002514845142;"Телеск. направляющ. 62 см. Полностью выдвигаемые телескопические направлящие  HCE 62.  HCE 62 могут быть дооснащены все плиты и духовые шкафы поколения Н 4000 с обозначением модели Н 43хх/ Н 44хх. Для всех остальных устройств направляющие HCE 62 не подходят.
Страна-производитель:...";"Телеск. направляющ. 62 см. Полностью выдвигаемые телескопические направлящие  HCE 62.  HCE 62 могут быть дооснащены все плиты и духовые шкафы поколения Н 4000 с обозначением модели Н 43хх/ Н 44хх. Для всех остальных устройств направляющие HCE 62 не подходят.
Страна-производитель: Германия";https://www.miele-shop.ru/FileStorage/GetImage/CFE62A7B-C7A1-E211-A36C-00155D101C02
14;1;"Профессиональная стиральная машина PW6080/сл.насос, синий";"Стиральные машины";429000;1;Miele;4002514683287;"Загрузка 8 кг • объем сотового барабана 80 л • отжим 1300 об/мин • g-фактор: 520 • 70 стандартных программ включая пакеты специальных программ для различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ • подключение к холодной и горячей воде • электропитание 380 В • Отсрочка старта · Индикация остаточного времени •Освещение барабана  ·  Сливной насос DN22 • Корпус синий...";;https://www.miele-shop.ru/FileStorage/GetImage/EDFCC39C-7576-E211-85C8-00155D101C02
15;1;"Профессиональная стиральная машина PW6080/сл.насос, белый";"Стиральные машины";443000;1;Miele;4002514773223;"Загрузка 8 кг • объем сотового барабана 80 л • отжим 1300 об/мин • g-фактор: 520 •  70 стандартных программ включая пакеты специальных программ для различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ• подключение к холодной и горячей воде • электропитание 380 В • Отсрочка старта · Индикация остаточного времени •Освещение барабана ·  Сливной насос DN22 •Белый...";;https://www.miele-shop.ru/FileStorage/GetImage/AB3DFEBE-7C76-E211-85C8-00155D101C02
16;1;"Профессиональная стиральная машина PW6080/сл.клапан, белый";"Стиральные машины";453000;1;Miele;4002514773230;"Загрузка 8 кг • объем сотового барабана 80 л • отжим 1300 об/мин • g-фактор: 520 • сотовый барабан • 70 стандартных программ включая пакеты специальных программ для различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ • подключение к холодной и горячей воде • электропитание 380 В•  Отсрочка старта · Индикация остаточного времени •Освещение барабана ·Сливной клапан DN70 -...";;https://www.miele-shop.ru/FileStorage/GetImage/C4D1AF35-7C76-E211-85C8-00155D101C02
17;1;"Профессиональная сушильная машина PT7186/белый";"Сушильные машины";325000;1;Miele;4002514773247;"Загрузка 8 кг • объем сотового барабана 180 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В  • отвод воздуха через патрубок DN100 - ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ • Белый эмалированный корпус
Страна-производитель: Германия
Гарантия 1...";;https://www.miele-shop.ru/FileStorage/GetImage/0DFAE8BC-7E76-E211-85C8-00155D101C02
18;1;"Профессиональная сушильная машина PT7186/синий";"Сушильные машины";311000;1;Miele;4002514659596;"Загрузка 8 кг • объем сотового барабана 180 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В • отвод воздуха через патрубок DN100 - ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ  • Корпус синий эмалированный
Страна-производитель: Германия
Гарантия 1...";;https://www.miele-shop.ru/FileStorage/GetImage/B079EFEC-7E76-E211-85C8-00155D101C02
19;1;"Профессиональная стиральная машина PW6080/сл.клапан, синий";"Стиральные машины";438000;1;Miele;4002514683294;"Загрузка 8 кг • объем барабана 80 л • отжим 1300 об/мин • g-фактор: 520 • сотовый барабан • 70 стандартных программ включая пакеты специальных программ...я различных целевых групп («Спорт»<br> «Аквачистка»<br> «Конюшня» «Кухонное и ресторанное белье» «Отель» «Шерсть и шелк ручная стирка» т.п); возможность создания до 5 индивидуальных программ • подключение к холодной и горячей воде • электропитание 380 В • Отсрочка старта · Индикация остаточного времени •Освещение барабана  · Сливной клапан DN70 - ТОЛЬКО...";;https://www.miele-shop.ru/FileStorage/GetImage/24D0579A-7476-E211-85C8-00155D101C02
20;1;"Профессиональная сушильная машина PT5137WP/белый";"Сушильные машины";249000;1;Miele;4002515000120;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 12 программ с контролем остаточной влажности<br> 2 программы сушки по времени<br> специальные программы
 • автоматический контроль остаточной влажности белья • электропитание 220 В  • Технология сушки с тепловым насосом (WP)<br> удаление конденсата через шланг DN 10 на задней панели машины - супер экономичная технология с низким потреблением электроэнергии
Белый эмалированный корпус
Страна производитель: Чехия
Гарантия 1 год с даты покупки. 
В том...";;https://www.miele-shop.ru/FileStorage/GetImage/6BC3C918-1DC9-E211-88D7-00155D101C02
21;1;"Профессиональная сушильная машина PT5137WP/сталь";"Сушильные машины";272000;1;Miele;4002515000137;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 12 программ с контролем остаточной влажности<br> 2 программы сушки по времени<br> специальные программы
 • автоматический контроль остаточной влажности белья • электропитание 220 В  •  
Технология сушки с тепловым насосом (WP)<br> удаление конденсата через шланг DN 10 на задней панели машины - супер экономичная технология с низким  потреблением электроэнергии 
Корпус из нержавеющей стали
Страна производитель: Чехия
Гарантия 1 год с даты покупки. 
В том...";;https://www.miele-shop.ru/FileStorage/GetImage/17917D02-22C9-E211-88D7-00155D101C02
22;1;"Комби-пароварка DGC6600 EDST/CLST сталь CleanSteel";Пароварки;299900;1;Miele;4002515344705;"Технология MultiSteam; Управление с помощью сенсорных кнопок SensorTronic<br> часы<br> таймер<br> программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL)<br> 3 уровня; Более 150 автоматических программ<br> 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +»<br> «Комби-пар»; Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор влажности; Банк...";"Технология MultiSteam; Управление с помощью сенсорных кнопок SensorTronic, часы, таймер, программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL), 3 уровня; Более 150 автоматических программ, 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +», «Комби-пар»; Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор влажности; Банк рекомендуемых температур; Термощуп; Дверца со стеклом CleanGlass; Система охлаждения, холодный фронт; Запас воды примерно на 90 минут приготовления; Ниша: 45 см; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.60173, срок действия с 09.10.2013 по 08.10.2018, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/27016702-AC17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/D54A0714-AC17-E311-B28D-00155D101C02
23;1;"Комби-пароварка DGC6800 HVBR коричневый гавана";Пароварки;339900;1;Miele;4002515344811;"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки<br> часы<br> таймер<br> программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL)<br>3 уровня; Более 200 автоматических программ<br> 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +»<br> «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор...";"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки, часы, таймер, программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL),3 уровня; Более 200 автоматических программ, 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +», «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор влажности; Банк рекомендуемых температур; Беспроводной термощуп; Дверца со стеклом CleanGlass; Система охлаждения, холодный фронт; Запас воды примерно на 90 минут приготовления; Ниша: 45 см; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.60173, срок действия с 09.10.2013 по 08.10.2018, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/E5B9847C-B317-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/73AB9989-B317-E311-B28D-00155D101C02
24;1;"Комби-пароварка DGC6800 BRWS бриллиантовый белый";Пароварки;339900;1;Miele;4002515344828;"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки<br> часы<br> таймер<br> программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL)<br>3 уровня; Более 200 автоматических программ<br> 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +»<br> «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор...";"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки, часы, таймер, программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL),3 уровня; Более 200 автоматических программ, 20 персональных программ; Приготовление в режиме ""Sous-vide""; Режимы «Конвекция +», «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор влажности; Банк рекомендуемых температур; Беспроводной термощуп; Дверца со стеклом CleanGlass; Система охлаждения, холодный фронт; Запас воды примерно на 90 минут приготовления; Ниша: 45 см; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.60173, срок действия с 09.10.2013 по 08.10.2018, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/9BFB5EC7-B217-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/9CE7FEE5-B217-E311-B28D-00155D101C02
25;1;"Комби-пароварка DGC6800 OBSW черный обсидиан";Пароварки;339900;1;Miele;4002515344835;"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки<br> часы<br> таймер<br> программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL)<br>3 уровня; Более 200 автоматических программ<br> 20 персональных программ; Приготовление в режиме ""Sous-vide"";  Режимы «Конвекция +»<br> «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор...";"Технология MultiSteam; Сенсорное управление M Touch с возможностью перелистывания/прокрутки, часы, таймер, программирование продолжительности приготовления с автоматическим отключением; Объем 48 л (камера XL),3 уровня; Более 200 автоматических программ, 20 персональных программ; Приготовление в режиме ""Sous-vide"";  Режимы «Конвекция +», «Комби-пар» Регулировка температуры в режиме приготовления на пару от 40°C до 100°C; Регулировка температуры в режиме духового шкафа от 30°C до 225°C; Сенсор влажности; Банк рекомендуемых температур; Беспроводной термощуп; Дверца со стеклом CleanGlass; Система охлаждения, холодный фронт; Запас воды примерно на 90 минут приготовления; Ниша: 45 см; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.60173, срок действия с 09.10.2013 по 08.10.2018, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/B224B6C5-B317-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/0E73C2DB-B317-E311-B28D-00155D101C02
