ID;Активен;Имя;Категория;Цена;"Отображать цену";Бренд;Штрихкод;Сводка;Описание;"URL изображений"
168;1;"Кофемашина капсульная CVA6431 EDST/CLST сталь";Кофемашины;199900;1;Miele;4002515364819;"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы; Программирование от 1 до10 профилей пользователя; Молочник; Подсветка чашек BrilliantLight; Кассета для 20 капсул (до 5 различных сортов); Емкость для свежей воды 1<br>5 л; Контейнер для15 отработанных капсул; Автоматические программы промывания и очистки; Ниша: 35 см; Страна-производитель: Швейцария<br> гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01195<br> срок действия с 08.08.2013 по 07.08.2018<br> выдавший...";"Управление с помощью сенсорных кнопок DirectSensor; Автоматические программы; Программирование от 1 до10 профилей пользователя; Молочник; Подсветка чашек BrilliantLight; Кассета для 20 капсул (до 5 различных сортов); Емкость для свежей воды 1,5 л; Контейнер для15 отработанных капсул; Автоматические программы промывания и очистки; Ниша: 35 см; Страна-производитель: Швейцария, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01195, срок действия с 08.08.2013 по 07.08.2018, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/1182D05E-BC17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/BBC7FF70-BC17-E311-B28D-00155D101C02
169;1;"Кофемашина CVA6805 HVBR коричневый гавана";Кофемашины;329900;1;Miele;4002515364833;"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы<br> в т.ч. для приготовления молочных напитков: капучино<br>...атте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого)<br> настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2<br>3...";"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы, в т.ч. для приготовления молочных напитков: капучино, латте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого), настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2,3 л; Съемная кассета для зернового кофе 500 г; Контейнер для отработанной гущи емкостью ок. 15 порций; Автоматические программы промывания и очистки; Ниша: 45 см; Возможность управления подогревателем посуды посредством соединительного кабеля (приобретается отдельно) ; Страна-производитель: Швейцария, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01194, срок действия с 08.08.2013 по 07.08.2018, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/9B2839C4-BB17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/0D6450D1-BB17-E311-B28D-00155D101C02
170;1;"Кофемашина CVA6805 BRWS бриллиантовый белый";Кофемашины;329900;1;Miele;4002515364857;"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы<br> в т.ч. для приготовления молочных напитков: капучино<br>...атте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого)<br> настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2<br>3...";"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы, в т.ч. для приготовления молочных напитков: капучино, латте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого), настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2,3 л; Съемная кассета для зернового кофе 500 г; Контейнер для отработанной гущи емкостью ок. 15 порций; Автоматические программы промывания и очистки; Ниша: 45 см; Возможность управления подогревателем посуды посредством соединительного кабеля (приобретается отдельно) ; Страна-производитель: Швейцария, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01194, срок действия с 08.08.2013 по 07.08.2018, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/28AE8039-BB17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/4C5E8F4A-BB17-E311-B28D-00155D101C02
171;1;"Кофемашина CVA6805 OBSW черный обсидиан";Кофемашины;329900;1;Miele;4002515364864;"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы<br> в т.ч. для приготовления молочных напитков: капучино<br>...атте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого)<br> настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2<br>3...";"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы, в т.ч. для приготовления молочных напитков: капучино, латте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого), настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2,3 л; Съемная кассета для зернового кофе 500 г; Контейнер для отработанной гущи емкостью ок. 15 порций; Автоматические программы промывания и очистки; Ниша: 45 см; Возможность управления подогревателем посуды посредством соединительного кабеля (приобретается отдельно) ; Страна-производитель: Швейцария, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01194, срок действия с 08.08.2013 по 07.08.2018, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/029240FD-BB17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/CFA97310-BC17-E311-B28D-00155D101C02
172;1;"Кофемашина CVA6805 EDST/CLST сталь CleanSteel";Кофемашины;309900;1;Miele;4002515364871;"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы<br> в т.ч. для приготовления молочных напитков: капучино<br>...атте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого)<br> настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2<br>3...";"Сенсорное управление M Touch с возможностью перелистывания/прокрутки; Автоматические программы, в т.ч. для приготовления молочных напитков: капучино, латте макиато и др.; Программирование от 1 до 10 профилей пользователя; Подстраивание насадки для подачи кофе под высоту чашки CupSensor; Стеклянный молочник с системой EasyClick; Подсветка чашек BrilliantLight; Использование второго сорта кофе (молотого), настройка степени помола; Возможность стационарного подключения воды; Емкость для свежей воды 2,3 л; Съемная кассета для зернового кофе 500 г; Контейнер для отработанной гущи емкостью ок. 15 порций; Автоматические программы промывания и очистки; Ниша: 45 см; Возможность управления подогревателем посуды посредством соединительного кабеля (приобретается отдельно) ; Страна-производитель: Швейцария, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01194, срок действия с 08.08.2013 по 07.08.2018, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/2F045C78-BB17-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/0E8B068E-BB17-E311-B28D-00155D101C02
173;1;"Духовой шкаф H6890BP EDST/CLST сталь CleanSteel";"Духовые шкафы";649900;1;Miele;4002515321669;"Объем духовки 90 л<br> 3 уровня противней; 20 режимов<br> более 100 автоматических программ; Режимы «Конвекция +»<br> «Конвекция с паром»<br> «Автоматика жарения»; Функция Crisp для образования хрустящей корочки; Регулировка температуры в диапазоне от 30°С до 300°С; Банк рекомендуемых температур для каждого режима; Сенсорное управление M Touch с возможностью перелистывания/прокрутки<br> часы<br> таймер<br> программирование продолжительности приготовления с автоматическим отключением; Дверца со стеклом CleanGlass; 2...";"Объем духовки 90 л, 3 уровня противней; 20 режимов, более 100 автоматических программ; Режимы «Конвекция +», «Конвекция с паром», «Автоматика жарения»; Функция Crisp для образования хрустящей корочки; Регулировка температуры в диапазоне от 30°С до 300°С; Банк рекомендуемых температур для каждого режима; Сенсорное управление M Touch с возможностью перелистывания/прокрутки, часы, таймер, программирование продолжительности приготовления с автоматическим отключением; Дверца со стеклом CleanGlass; 2 вентилятора горячего воздуха TwinPower; Фронт из нержавеющей стали с покрытием CleanSteel; 2 пары телескопических направляющих FlexiClip; Беспроводной термощуп, вертел с приводом; Пиролиз; Катализатор AirClean; Система охлаждения; Холодный фронт; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.АЯ46.B.60045, срок действия с 01.10.2013 по 30.09.2018, выдавший орган:  РОСТЕСТ.";https://www.miele-shop.ru/FileStorage/GetImage/CBDEE9CD-D716-E311-B28D-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/EF9E0BDA-D716-E311-B28D-00155D101C02
174;1;"Профессиональная сушильная машина PT5136/сталь";"Сушильные машины";184000;1;Miele;4002515014271;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 12 программ с контролем остаточной влажности<br> 2 программы сушки по времени<br> специальные программы
 • автоматический контроль остаточной влажности белья • электропитание 380 В • возможность переключения на 220 В  • отвод воздуха  через патрубок DN100 -  ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ• Корпус из нержавеющей стали
Страна-производитель:...";;https://www.miele-shop.ru/FileStorage/GetImage/92EBE571-397F-E211-85C8-00155D101C02
175;1;"Профессиональная сушильная машина PT7135 С/белый";"Сушильные машины";183000;1;Miele;4002515014288;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В • возможность переключения на 220 В  • конденсационный тип сушки  • Белый эмалированный корпус
Страна-производитель: Чехия
Гарантия 1 год с даты покупки
В том случае<br> если работы по пуску оборудования в эксплуатацию проводились ПОСТАВЩИКОМ либо...";;https://www.miele-shop.ru/FileStorage/GetImage/B81BDCE8-3C7F-E211-85C8-00155D101C02
176;1;"Профессиональная сушильная машина PT7135 C/сталь";"Сушильные машины";202000;1;Miele;4002515014295;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В • возможность переключения на 220 В  • конденсационный тип сушки  • Корпус из нержавеющей стали
Страна-производитель: Чехия
Гарантия 1 год с даты покупки
В том случае<br> если работы по пуску оборудования в эксплуатацию проводились ПОСТАВЩИКОМ либо...";;https://www.miele-shop.ru/FileStorage/GetImage/31EEA723-3D7F-E211-85C8-00155D101C02
177;1;"Профессиональная сушильная машина PT7136/белый";"Сушильные машины";177000;1;Miele;4002515014301;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В • возможность переключения на 220 В   • отвод воздуха через патрубок DN100 - ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ  • Белый эмалированный...";;https://www.miele-shop.ru/FileStorage/GetImage/E3AA2E68-3D7F-E211-85C8-00155D101C02
178;1;"Профессиональная сушильная машина PT7136/сталь";"Сушильные машины";196000;1;Miele;4002515014516;"Загрузка 6<br>5 кг • объем сотового барабана 130 л • 40 программ с контролем остаточной влажности<br>  2 программы сушки по времени<br> возможность создания до 5 индивидуальных программ • автоматический контроль остаточной влажности белья • электропитание 380 В • возможность переключения на 220 В • отвод воздуха через патрубок DN100 - ТОЛЬКО ДЛЯ ОБЪЕКТОВ<br> ГДЕ ЕСТЬ ВОЗМОЖНОСТЬ ОРГАНИЗОВАТЬ ПРИНУДИТЕЛЬНУЮ ПРИТОЧНО-ВЫТЯЖНУЮ ВЕНТИЛЯЦИЮ ИЛИ ОТВОД ОТРАБОТАННОГО ВОЗДУХА НА УЛИЦУ • Корпус из нержавеющей...";;https://www.miele-shop.ru/FileStorage/GetImage/6C718198-3D7F-E211-85C8-00155D101C02
179;1;"Морозильник F1811 Vi";"Холодильники и морозильники";819900;1;Miele;4002515016794;"Жесткое крепление мебельного фронта; дверной упор левый<br> переставляемый; общий объем: 400 л; внутренний генератор льда<br> производительность 1<br>2 кг кубиков льда в день; автоматика суперзамораживания<br> система NoFrost; Электронное управление TouchControl; Габариты: 2127 х 750 х 610 мм; страна-производитель: Турция<br> гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.02757<br> срок действия с 19.12.2014 по 18.12.2019<br> выдавший орган: ...";"Жесткое крепление мебельного фронта; дверной упор левый, переставляемый; общий объем: 400 л; внутренний генератор льда, производительность 1,2 кг кубиков льда в день; автоматика суперзамораживания, система NoFrost; Электронное управление TouchControl; Габариты: 2127 х 750 х 610 мм; страна-производитель: Турция, гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.02757, срок действия с 19.12.2014 по 18.12.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/706D337F-AC8F-E111-AB05-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/CBB60D4D-BE71-E211-85C8-00155D101C02
180;1;"Холодильник K1801 Vi";"Холодильники и морозильники";769900;1;Miele;4002515016800;"Жесткое крепление мебельного фронта; дверной упор правый<br> переставляемый; общий объем: 454 л<br> зона охлаждения: 327 л<br> зона MasterFresh: 127 л; автоматика суперохлаждения/оттаивания; электронное управление TouchControl; габариты: 2127 х 750 х 610 мм; страна-производитель: Турция<br> гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01953<br> срок действия с 15.04.2014 по 14.04.2019<br> выдавший орган: ...";"Жесткое крепление мебельного фронта; дверной упор правый, переставляемый; общий объем: 454 л, зона охлаждения: 327 л, зона MasterFresh: 127 л; автоматика суперохлаждения/оттаивания; электронное управление TouchControl; габариты: 2127 х 750 х 610 мм; страна-производитель: Турция, гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01953, срок действия с 15.04.2014 по 14.04.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/1FD46843-A48F-E111-AB05-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/DD5811A4-C371-E211-85C8-00155D101C02
181;1;"Холодильник K1901 Vi";"Холодильники и морозильники";799900;1;Miele;4002515017227;"Жесткое крепление мебельного фронта; дверной упор правый<br> переставляемый; общий объем: 559 л<br> зона охлаждения: 402 л<br> зона MasterFresh: 157 л; автоматика суперохлаждения/оттаивания; электронное управление TouchControl; габариты: 2127х902х610 мм; страна-производитель: Турция<br> гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01953<br> срок действия с 15.04.2014 по 14.04.2019<br> выдавший орган: ...";"Жесткое крепление мебельного фронта; дверной упор правый, переставляемый; общий объем: 559 л, зона охлаждения: 402 л, зона MasterFresh: 157 л; автоматика суперохлаждения/оттаивания; электронное управление TouchControl; габариты: 2127х902х610 мм; страна-производитель: Турция, гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01953, срок действия с 15.04.2014 по 14.04.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/470F4291-A48F-E111-AB05-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/E9423A35-C271-E211-85C8-00155D101C02
182;1;"Холодильно-морозильная комбинация KF1901 Vi";"Холодильники и морозильники";869900;1;Miele;4002515017173;"Жесткое крепление мебельного фронта; дверной упор правый<br> переставляемый; общий объем: 483 л<br> зона охлаждения: 313 л<br> зона замораживания: 99 л<br> зона MasterFresh; 71 л; автоматика суперохлаждения/оттаивания/суперзамораживания<br> система NoFrost; электронное управление TouchControl; габариты: 2127 х 902 х 610 мм; страна-производитель: Турция<br> гарантия 2 года
Сертификат соответствия...ер RU C-DE.ME10.B.02755<br> срок действия с 19.12.2014 по 18.12.2019<br> выдавший орган:  ТЕСТБЭТ.
Сертификат соответствия...";"Жесткое крепление мебельного фронта; дверной упор правый, переставляемый; общий объем: 483 л, зона охлаждения: 313 л, зона замораживания: 99 л, зона MasterFresh; 71 л; автоматика суперохлаждения/оттаивания/суперзамораживания, система NoFrost; электронное управление TouchControl; габариты: 2127 х 902 х 610 мм; страна-производитель: Турция, гарантия 2 года
Сертификат соответствия номер RU C-DE.ME10.B.02755, срок действия с 19.12.2014 по 18.12.2019, выдавший орган:  ТЕСТБЭТ.
Сертификат соответствия номер RU C-DE.ME10.B.02758, срок действия с 19.12.2014 по 18.12.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/0BD688CB-A48F-E111-AB05-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/24E885E9-C471-E211-85C8-00155D101C02
183;1;"Стиральная машина WKH132WPS ChromeEdition";"Стиральные машины";134900;1;Miele;4002515778753;"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 9 кг  · 1-строчный дисплей с сенсорными кнопками · Отсрочка старта до 24 ч · 19 программ стирки · CapDosing · PowerWash 2.0· TwinDos · Менеджер программ · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну · Защита от протечек WPS · Защита от детей · PIN-код ·...тор ProfiEco · Наклонная панель управления · Дверной упор справа · Цвет дверцы - хром ·
Габариты (ВхШхГ): 85<br>0 x 59<br>6 x 63<br>6 см.
Для очистки системы TwinDos при смене...";"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 9 кг  · 1-строчный дисплей с сенсорными кнопками · Отсрочка старта до 24 ч · 19 программ стирки · CapDosing · PowerWash 2.0· TwinDos · Менеджер программ · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Наклонная панель управления · Дверной упор справа · Цвет дверцы - хром ·
Габариты (ВхШхГ): 85,0 x 59,6 x 63,6 см.
Для очистки системы TwinDos при смене моющего средства и перерыве при использовании системы (более 2-x месяцев) приобретайте многоразовые контейнеры для моющих средств.
Страна-производитель: Германия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.ME10.B.03976, срок действия с 20.04.2016 по 19.04.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/7D76C0A4-989B-E611-B8CD-00155D101E01,https://www.miele-shop.ru/FileStorage/GetImage/7588156B-989B-E611-B8CD-00155D101E01
184;1;"Стиральная машина WMH122WPS WhiteEdition";"Стиральные машины";134900;1;Miele;4002515779231;"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 9 кг  · 1-строчный дисплей с сенсорными кнопками · Отсрочка старта до 24 ч · 18 программ стирки · CapDosing · PowerWash 2.0· TwinDos · Менеджер программ · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Панель управления с наклоном 5? · Дверной упор справа · Цвет дверцы - белая<br> с хромированной окантовкой.
Для очистки системы TwinDos при смене моющего...";"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 9 кг  · 1-строчный дисплей с сенсорными кнопками · Отсрочка старта до 24 ч · 18 программ стирки · CapDosing · PowerWash 2.0· TwinDos · Менеджер программ · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Панель управления с наклоном 5? · Дверной упор справа · Цвет дверцы - белая, с хромированной окантовкой.
Для очистки системы TwinDos при смене моющего средства и перерыве при использовании системы (более 2-x месяцев) приобретайте многоразовые контейнеры для моющих средств.
Габариты (ВхШхГ): 85,0 x 59,6 х 64,3 см
Страна-производитель: Германия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.ME10.B.04236, срок действия с 13.09.2016 по 12.09.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/79C727B8-BA8B-E611-96F8-00155D101E01,https://www.miele-shop.ru/FileStorage/GetImage/E1A7053B-BA8B-E611-96F8-00155D101E01
185;1;"Стиральная машина W667";"Стиральные машины";99900;1;Miele;4002515379134;"Отжим 1200 об/мин · Загрузка 6 кг · Система защиты от протечек Watercontrol · 10 программ стирки · Функция ""Гигиена Info""
Размеры: 90 x 45<br>9 x 60<br>1
Страна производства: Чехия<br> гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01642<br> срок действия с 16.01.2014 по 15.01.2019<br> выдавший орган: ...";"Отжим 1200 об/мин · Загрузка 6 кг · Система защиты от протечек Watercontrol · 10 программ стирки · Функция ""Гигиена Info""
Размеры: 90 x 45,9 x 60,1
Страна производства: Чехия, гарантия 2 года
Сертификат соответствия номер ТС RU C-DE.ME10.B.01642, срок действия с 16.01.2014 по 15.01.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/EC462D50-D09E-E311-8957-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/FDFE3B6B-CF9E-E311-8957-00155D101C02
186;1;"Стиральная машина WKG120WPS ChromeEdition";"Стиральные машины";114900;1;Miele;4002515412275;"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 8 кг  · 1-строчный дисплей с сенсорными кнопками  · Отсрочка старта до 24 ч · 16 программ стирки · CapDosing · TwinDos · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну (использовать WTV) · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Прямая панель управления · Дверной упор справа· Цвет дверцы - хром ·
Габариты (ВхШхГ): 85<br>0 x 59<br>7 x 63<br>6 см
Страна-производитель: Германия
Гарантия: 2...";"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 8 кг  · 1-строчный дисплей с сенсорными кнопками  · Отсрочка старта до 24 ч · 16 программ стирки · CapDosing · TwinDos · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну (использовать WTV) · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Прямая панель управления · Дверной упор справа· Цвет дверцы - хром ·
Габариты (ВхШхГ): 85,0 x 59,7 x 63,6 см
Страна-производитель: Германия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.ME10.B.03976, срок действия с 20.04.2016 по 19.04.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/1676572A-679D-E311-8957-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/D5406E44-679D-E311-8957-00155D101C02
187;1;"Стиральная машина WMG120WPS WhiteEdition";"Стиральные машины";114900;1;Miele;4002515415184;"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 8 кг  · 1-строчный дисплей с сенсорными кнопками  · Отсрочка старта до 24 ч · 16 программ стирки · CapDosing · TwinDos · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну (использовать WTV) · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Панель управления с наклоном 5? · Дверной упор справа · Цвет дверцы - белая<br> с хромированной окантовкой ·
Габариты (ВхШхГ): 85<br>0 x 59<br>6 х 64<br>3 см
Страна-производитель:...";"Сотовый барабан SoftSteam · Отжим 1600 об/мин · Загрузка 8 кг  · 1-строчный дисплей с сенсорными кнопками  · Отсрочка старта до 24 ч · 16 программ стирки · CapDosing · TwinDos · Ф-я ""EcoFeedback"" · Опция Пятна · Возможность установки в колонну (использовать WTV) · Защита от протечек WPS · Защита от детей · PIN-код · Мотор ProfiEco · Панель управления с наклоном 5? · Дверной упор справа · Цвет дверцы - белая, с хромированной окантовкой ·
Габариты (ВхШхГ): 85,0 x 59,6 х 64,3 см
Страна-производитель: Германия
Гарантия: 2 года
Сертификат соответствия номер RU C-DE.ME10.B.03976, срок действия с 20.04.2016 по 19.04.2021, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/EFB4E0FC-689D-E311-8957-00155D101C02,https://www.miele-shop.ru/FileStorage/GetImage/4622B612-699D-E311-8957-00155D101C02
188;1;"Вытяжка DA6700D сталь EDST";Вытяжки;279900;1;Miele;4002515418468;"Ширина 100 см; Производительность (интенс.): 600 м3/час; Cкоростные режимы: 3 + интенсивный; Автоматическое отключение интенсивной ступени мощности; Светодиодное освещение<br> 4 х 3 Вт; Мотор с односторонним всасыванием; 2 съемных жировых фильтра; Con@ctivity 2.0; Страна-производитель: Германия<br> гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01651<br> срок действия с 17.01.2014 по 16.01.2019<br> выдавший орган: ...";"Ширина 100 см; Производительность (интенс.): 600 м3/час; Cкоростные режимы: 3 + интенсивный; Автоматическое отключение интенсивной ступени мощности; Светодиодное освещение, 4 х 3 Вт; Мотор с односторонним всасыванием; 2 съемных жировых фильтра; Con@ctivity 2.0; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01651, срок действия с 17.01.2014 по 16.01.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/4301B15B-9F89-E311-B0DC-00155D101C02
189;1;"Вытяжка DA6700D HVBR коричневый гавана";Вытяжки;279900;1;Miele;4002515418475;"Ширина 100 см; Производительность (интенс.): 600 м3/час; Cкоростные режимы: 3 + интенсивный; Автоматическое отключение интенсивной ступени мощности; Светодиодное освещение<br> 4 х 3 Вт; Мотор с односторонним всасыванием; 2 съемных жировых фильтра; Con@ctivity 2.0; Страна-производитель: Германия<br> гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01651<br> срок действия с 17.01.2014 по 16.01.2019<br> выдавший орган: ...";"Ширина 100 см; Производительность (интенс.): 600 м3/час; Cкоростные режимы: 3 + интенсивный; Автоматическое отключение интенсивной ступени мощности; Светодиодное освещение, 4 х 3 Вт; Мотор с односторонним всасыванием; 2 съемных жировых фильтра; Con@ctivity 2.0; Страна-производитель: Германия, гарантия 2 года.
Сертификат соответствия номер ТС RU C-DE.ME10.B.01651, срок действия с 17.01.2014 по 16.01.2019, выдавший орган:  ТЕСТБЭТ.";https://www.miele-shop.ru/FileStorage/GetImage/B82E1117-9D89-E311-B0DC-00155D101C02
